game_date,week,receiver_player_name,posteam,defteam,receiving_yards,complete_pass,pass_touchdown
2020-09-10,1,S.Watkins,KC,HOU,2.0,1.0,1.0
2020-09-10,1,D.Fells,HOU,KC,7.0,1.0,0.0
2020-09-10,1,B.Cooks,HOU,KC,,0.0,0.0
2020-09-10,1,Da.Johnson,HOU,KC,15.0,1.0,0.0
2020-09-10,1,B.Cooks,HOU,KC,,0.0,0.0
2020-09-10,1,J.Akins,HOU,KC,20.0,1.0,0.0
2020-09-10,1,D.Johnson,HOU,KC,,0.0,0.0
2020-09-10,1,W.Fuller,HOU,KC,,0.0,0.0
2020-09-10,1,S.Watkins,KC,HOU,,0.0,0.0
2020-09-10,1,S.Watkins,KC,HOU,17.0,1.0,0.0
2020-09-10,1,T.Kelce,KC,HOU,11.0,1.0,0.0
2020-09-10,1,T.Hill,KC,HOU,7.0,1.0,0.0
2020-09-10,1,S.Watkins,KC,HOU,12.0,1.0,0.0
2020-09-10,1,T.Hill,KC,HOU,14.0,1.0,0.0
