game_date,week,passer_player_name,posteam,defteam,passing_yards,pass_touchdown,complete_pass,interception
2020-09-13,1,K.Cousins,MIN,GB,17.0,0.0,1.0,0.0
2020-09-13,1,K.Cousins,MIN,GB,22.0,0.0,1.0,0.0
2020-09-13,1,A.Rodgers,GB,MIN,4.0,0.0,1.0,0.0
2020-09-13,1,A.Rodgers,GB,MIN,6.0,0.0,1.0,0.0
2020-09-13,1,A.Rodgers,GB,MIN,40.0,0.0,1.0,0.0
2020-09-13,1,A.Rodgers,GB,MIN,6.0,0.0,1.0,0.0
2020-09-13,1,K.Cousins,MIN,GB,6.0,0.0,1.0,0.0
2020-09-13,1,K.Cousins,MIN,GB,7.0,0.0,1.0,0.0
2020-09-13,1,K.Cousins,MIN,GB,9.0,0.0,1.0,0.0
2020-09-13,1,K.Cousins,MIN,GB,9.0,0.0,1.0,0.0
2020-09-13,1,K.Cousins,MIN,GB,,0.0,0.0,0.0
2020-09-13,1,K.Cousins,MIN,GB,5.0,0.0,1.0,0.0
2020-09-13,1,K.Cousins,MIN,GB,12.0,0.0,1.0,0.0
2020-09-13,1,K.Cousins,MIN,GB,19.0,1.0,1.0,0.0
2020-09-13,1,K.Cousins,MIN,GB,,0.0,0.0,0.0
2020-09-10,1,D.Watson,HOU,KC,,0.0,0.0,0.0
2020-09-10,1,D.Watson,HOU,KC,,0.0,0.0,0.0
2020-09-10,1,P.Mahomes,KC,HOU,6.0,0.0,1.0,0.0
2020-09-10,1,P.Mahomes,KC,HOU,6.0,0.0,1.0,0.0
2020-09-10,1,P.Mahomes,KC,HOU,11.0,0.0,1.0,0.0
2020-09-10,1,P.Mahomes,KC,HOU,,0.0,0.0,0.0
2020-09-10,1,P.Mahomes,KC,HOU,,0.0,0.0,0.0
2020-09-10,1,P.Mahomes,KC,HOU,,0.0,0.0,0.0
2020-09-10,1,D.Watson,HOU,KC,12.0,0.0,1.0,0.0
2020-09-10,1,D.Watson,HOU,KC,5.0,0.0,1.0,0.0
2020-09-10,1,D.Watson,HOU,KC,6.0,0.0,1.0,0.0
2020-09-10,1,D.Watson,HOU,KC,11.0,0.0,1.0,0.0
2020-09-10,1,D.Watson,HOU,KC,9.0,0.0,1.0,0.0
2020-09-10,1,P.Mahomes,KC,HOU,7.0,0.0,1.0,0.0
2020-09-10,1,P.Mahomes,KC,HOU,15.0,0.0,1.0,0.0
2020-09-10,1,P.Mahomes,KC,HOU,10.0,0.0,1.0,0.0
2020-09-10,1,P.Mahomes,KC,HOU,13.0,0.0,1.0,0.0
2020-09-10,1,P.Mahomes,KC,HOU,2.0,0.0,1.0,0.0
2020-09-10,1,P.Mahomes,KC,HOU,,0.0,0.0,0.0
2020-09-10,1,P.Mahomes,KC,HOU,6.0,1.0,1.0,0.0
2020-09-10,1,D.Watson,HOU,KC,19.0,0.0,1.0,0.0
2020-09-10,1,D.Watson,HOU,KC,,0.0,0.0,0.0
2020-09-10,1,P.Mahomes,KC,HOU,5.0,0.0,1.0,0.0
2020-09-10,1,P.Mahomes,KC,HOU,,0.0,0.0,0.0
2020-09-10,1,P.Mahomes,KC,HOU,4.0,0.0,1.0,0.0
2020-09-10,1,P.Mahomes,KC,HOU,9.0,0.0,1.0,0.0
2020-09-10,1,P.Mahomes,KC,HOU,9.0,0.0,1.0,0.0
2020-09-10,1,P.Mahomes,KC,HOU,2.0,1.0,1.0,0.0
2020-09-10,1,D.Watson,HOU,KC,7.0,0.0,1.0,0.0
2020-09-10,1,D.Watson,HOU,KC,,0.0,0.0,0.0
2020-09-10,1,D.Watson,HOU,KC,15.0,0.0,1.0,0.0
2020-09-10,1,D.Watson,HOU,KC,,0.0,0.0,0.0
2020-09-10,1,D.Watson,HOU,KC,20.0,0.0,1.0,0.0
2020-09-10,1,D.Watson,HOU,KC,,0.0,0.0,0.0
2020-09-10,1,D.Watson,HOU,KC,,0.0,0.0,0.0
2020-09-10,1,D.Watson,HOU,KC,,0.0,0.0,0.0
2020-09-10,1,P.Mahomes,KC,HOU,,0.0,0.0,0.0
2020-09-10,1,P.Mahomes,KC,HOU,17.0,0.0,1.0,0.0
2020-09-10,1,P.Mahomes,KC,HOU,11.0,0.0,1.0,0.0
2020-09-10,1,P.Mahomes,KC,HOU,7.0,0.0,1.0,0.0
2020-09-10,1,P.Mahomes,KC,HOU,12.0,0.0,1.0,0.0
2020-09-10,1,P.Mahomes,KC,HOU,14.0,0.0,1.0,0.0
2020-09-10,1,P.Mahomes,KC,HOU,7.0,0.0,1.0,0.0
2020-09-10,1,D.Watson,HOU,KC,8.0,0.0,1.0,0.0
2020-09-10,1,D.Watson,HOU,KC,7.0,0.0,1.0,0.0
2020-09-10,1,D.Watson,HOU,KC,,0.0,0.0,0.0
2020-09-10,1,P.Mahomes,KC,HOU,19.0,0.0,1.0,0.0
2020-09-10,1,P.Mahomes,KC,HOU,,0.0,0.0,0.0
2020-09-10,1,P.Mahomes,KC,HOU,15.0,0.0,1.0,0.0
2020-09-10,1,P.Mahomes,KC,HOU,1.0,0.0,1.0,0.0
2020-09-10,1,D.Watson,HOU,KC,20.0,0.0,1.0,0.0
2020-09-10,1,D.Watson,HOU,KC,,0.0,0.0,1.0
2020-09-10,1,P.Mahomes,KC,HOU,,0.0,0.0,0.0
2020-09-10,1,P.Mahomes,KC,HOU,3.0,1.0,1.0,0.0
2020-09-10,1,D.Watson,HOU,KC,10.0,0.0,1.0,0.0
2020-09-10,1,D.Watson,HOU,KC,12.0,0.0,1.0,0.0
2020-09-10,1,D.Watson,HOU,KC,,0.0,0.0,0.0
2020-09-10,1,D.Watson,HOU,KC,,0.0,0.0,0.0
2020-09-10,1,D.Watson,HOU,KC,,0.0,0.0,0.0
2020-09-10,1,D.Watson,HOU,KC,11.0,0.0,1.0,0.0
2020-09-10,1,D.Watson,HOU,KC,19.0,1.0,1.0,0.0
2020-09-10,1,D.Watson,HOU,KC,,0.0,0.0,0.0
2020-09-10,1,P.Mahomes,KC,HOU,,0.0,0.0,0.0
2020-09-10,1,D.Watson,HOU,KC,31.0,0.0,1.0,0.0
2020-09-10,1,D.Watson,HOU,KC,,0.0,0.0,0.0
2020-09-10,1,D.Watson,HOU,KC,17.0,0.0,1.0,0.0
2020-09-10,1,D.Watson,HOU,KC,,0.0,0.0,0.0
2020-09-10,1,D.Watson,HOU,KC,8.0,0.0,1.0,0.0
2020-09-10,1,D.Watson,HOU,KC,6.0,0.0,1.0,0.0
2020-09-10,1,D.Watson,HOU,KC,,0.0,0.0,0.0
2020-09-13,1,P.Rivers,IND,JAX,8.0,0.0,1.0,0.0
2020-09-13,1,P.Rivers,IND,JAX,21.0,0.0,1.0,0.0
2020-09-13,1,P.Rivers,IND,JAX,5.0,0.0,1.0,0.0
2020-09-13,1,G.Minshew,JAX,IND,5.0,0.0,1.0,0.0
2020-09-13,1,G.Minshew,JAX,IND,4.0,0.0,1.0,0.0
2020-09-13,1,G.Minshew,JAX,IND,4.0,0.0,1.0,0.0
2020-09-13,1,G.Minshew,JAX,IND,2.0,0.0,1.0,0.0
2020-09-13,1,P.Rivers,IND,JAX,18.0,0.0,1.0,0.0
2020-09-13,1,P.Rivers,IND,JAX,19.0,0.0,1.0,0.0
2020-09-13,1,P.Rivers,IND,JAX,,0.0,0.0,0.0
2020-09-13,1,P.Rivers,IND,JAX,6.0,0.0,1.0,0.0
2020-09-13,1,G.Minshew,JAX,IND,,0.0,0.0,0.0
2020-09-13,1,G.Minshew,JAX,IND,7.0,0.0,1.0,0.0
2020-09-13,1,G.Minshew,JAX,IND,,0.0,0.0,0.0
2020-09-13,1,P.Rivers,IND,JAX,20.0,0.0,1.0,0.0
2020-09-13,1,P.Rivers,IND,JAX,,0.0,0.0,0.0
2020-09-13,1,P.Rivers,IND,JAX,0.0,0.0,1.0,0.0
2020-09-13,1,P.Rivers,IND,JAX,,0.0,0.0,1.0
2020-09-13,1,G.Minshew,JAX,IND,6.0,1.0,1.0,0.0
2020-09-13,1,P.Rivers,IND,JAX,6.0,0.0,1.0,0.0
2020-09-13,1,P.Rivers,IND,JAX,17.0,0.0,1.0,0.0
2020-09-13,1,P.Rivers,IND,JAX,,0.0,0.0,0.0
2020-09-13,1,P.Rivers,IND,JAX,3.0,0.0,1.0,0.0
2020-09-13,1,P.Rivers,IND,JAX,14.0,0.0,1.0,0.0
2020-09-13,1,P.Rivers,IND,JAX,35.0,0.0,1.0,0.0
2020-09-13,1,J.Brissett,IND,JAX,,0.0,0.0,0.0
2020-09-13,1,P.Rivers,IND,JAX,8.0,1.0,1.0,0.0
2020-09-13,1,G.Minshew,JAX,IND,18.0,0.0,1.0,0.0
2020-09-13,1,G.Minshew,JAX,IND,4.0,0.0,1.0,0.0
2020-09-13,1,G.Minshew,JAX,IND,10.0,0.0,1.0,0.0
2020-09-13,1,G.Minshew,JAX,IND,12.0,0.0,1.0,0.0
2020-09-13,1,G.Minshew,JAX,IND,6.0,0.0,1.0,0.0
2020-09-13,1,G.Minshew,JAX,IND,15.0,1.0,1.0,0.0
2020-09-13,1,P.Rivers,IND,JAX,11.0,0.0,1.0,0.0
2020-09-13,1,P.Rivers,IND,JAX,0.0,0.0,1.0,0.0
2020-09-13,1,P.Rivers,IND,JAX,12.0,0.0,1.0,0.0
2020-09-13,1,P.Rivers,IND,JAX,12.0,0.0,1.0,0.0
2020-09-13,1,P.Rivers,IND,JAX,9.0,0.0,1.0,0.0
2020-09-13,1,P.Rivers,IND,JAX,3.0,0.0,1.0,0.0
2020-09-13,1,G.Minshew,JAX,IND,,0.0,0.0,0.0
2020-09-13,1,P.Rivers,IND,JAX,28.0,0.0,1.0,0.0
2020-09-13,1,P.Rivers,IND,JAX,8.0,0.0,1.0,0.0
2020-09-13,1,P.Rivers,IND,JAX,13.0,0.0,1.0,0.0
2020-09-13,1,P.Rivers,IND,JAX,4.0,0.0,1.0,0.0
2020-09-13,1,P.Rivers,IND,JAX,,0.0,0.0,0.0
2020-09-13,1,G.Minshew,JAX,IND,0.0,0.0,1.0,0.0
2020-09-13,1,G.Minshew,JAX,IND,14.0,0.0,1.0,0.0
2020-09-13,1,G.Minshew,JAX,IND,6.0,0.0,1.0,0.0
2020-09-13,1,G.Minshew,JAX,IND,,0.0,0.0,0.0
2020-09-13,1,P.Rivers,IND,JAX,5.0,0.0,1.0,0.0
2020-09-13,1,P.Rivers,IND,JAX,,0.0,0.0,0.0
2020-09-13,1,P.Rivers,IND,JAX,3.0,0.0,1.0,0.0
2020-09-13,1,P.Rivers,IND,JAX,17.0,0.0,1.0,0.0
2020-09-13,1,P.Rivers,IND,JAX,9.0,0.0,1.0,0.0
2020-09-13,1,P.Rivers,IND,JAX,6.0,0.0,1.0,0.0
2020-09-13,1,P.Rivers,IND,JAX,7.0,0.0,1.0,0.0
2020-09-13,1,G.Minshew,JAX,IND,28.0,0.0,1.0,0.0
