player_id,player_name,game_id,season,week,team,opponent,passing_yards,pass_tds,completions,attempts,interceptions,game_date,completion_pct,passing_yards_L3,passing_yards_L5,passing_yards_L10,pass_tds_L3,pass_tds_L5,pass_tds_L10,completions_L3,completions_L5,completions_L10,attempts_L3,attempts_L5,attempts_L10,interceptions_L3,interceptions_L5,interceptions_L10,is_home,opponent_def_rank,days_rest
00-0019596,T.Brady,2020_01_TB_NO,2020,1,TB,NO,239.0,2.0,23.0,40.0,2.0,2020-09-13,57.5,,,,,,,,,,,,,,,,1,1,7
00-0019596,T.Brady,2020_02_CAR_TB,2020,2,TB,CAR,217.0,1.0,23.0,35.0,1.0,2020-09-20,65.7,239.0,239.0,239.0,2.0,2.0,2.0,23.0,23.0,23.0,40.0,40.0,40.0,2.0,2.0,2.0,1,1,7
00-0019596,T.Brady,2020_03_TB_DEN,2020,3,TB,DEN,297.0,3.0,25.0,40.0,0.0,2020-09-27,62.5,228.0,228.0,228.0,1.5,1.5,1.5,23.0,23.0,23.0,37.5,37.5,37.5,1.5,1.5,1.5,1,1,7
00-0019596,T.Brady,2020_04_LAC_TB,2020,4,TB,LAC,369.0,5.0,30.0,46.0,1.0,2020-10-04,65.2,251.0,251.0,251.0,2.0,2.0,2.0,23.666666666666668,23.666666666666668,23.666666666666668,38.333333333333336,38.333333333333336,38.333333333333336,1.0,1.0,1.0,0,1,7
00-0019596,T.Brady,2020_05_TB_CHI,2020,5,TB,CHI,253.0,1.0,25.0,44.0,0.0,2020-10-08,56.8,294.3333333333333,280.5,280.5,3.0,2.75,2.75,26.0,25.25,25.25,40.333333333333336,40.25,40.25,0.6666666666666666,1.0,1.0,1,1,7
00-0019596,T.Brady,2020_06_GB_TB,2020,6,TB,GB,166.0,2.0,17.0,27.0,0.0,2020-10-18,63.0,306.3333333333333,275.0,275.0,3.0,2.4,2.4,26.666666666666668,25.2,25.2,43.333333333333336,41.0,41.0,0.3333333333333333,0.8,0.8,1,1,7
00-0019596,T.Brady,2020_07_TB_LV,2020,7,TB,LV,369.0,4.0,33.0,45.0,0.0,2020-10-25,73.3,262.6666666666667,260.4,256.8333333333333,2.6666666666666665,2.4,2.3333333333333335,24.0,24.0,23.833333333333332,39.0,38.4,38.666666666666664,0.3333333333333333,0.4,0.6666666666666666,0,1,7
00-0019596,T.Brady,2020_08_TB_NYG,2020,8,TB,NYG,279.0,2.0,28.0,43.0,0.0,2020-11-02,65.1,262.6666666666667,290.8,272.85714285714283,2.3333333333333335,3.0,2.5714285714285716,25.0,26.0,25.142857142857142,38.666666666666664,40.4,39.57142857142857,0.0,0.2,0.5714285714285714,0,1,7
00-0019596,T.Brady,2020_09_NO_TB,2020,9,TB,NO,209.0,0.0,22.0,41.0,3.0,2020-11-08,53.7,271.3333333333333,287.2,273.625,2.6666666666666665,2.8,2.5,26.0,26.6,25.5,38.333333333333336,41.0,40.0,0.0,0.2,0.5,1,1,7
00-0019596,T.Brady,2020_10_TB_CAR,2020,10,TB,CAR,341.0,3.0,28.0,40.0,0.0,2020-11-15,70.0,285.6666666666667,255.2,266.44444444444446,2.0,1.8,2.2222222222222223,27.666666666666668,25.0,25.11111111111111,43.0,40.0,40.111111111111114,1.0,0.6,0.7777777777777778,1,1,7
00-0019596,T.Brady,2020_11_LA_TB,2020,11,TB,LA,216.0,2.0,26.0,49.0,2.0,2020-11-23,53.1,276.3333333333333,272.8,273.9,1.6666666666666667,2.2,2.3,26.0,25.6,25.4,41.333333333333336,39.2,40.1,1.0,0.6,0.7,0,1,7
00-0019596,T.Brady,2020_12_KC_TB,2020,12,TB,KC,345.0,3.0,27.0,42.0,2.0,2020-11-29,64.3,255.33333333333334,282.8,271.6,1.6666666666666667,2.2,2.3,25.333333333333332,27.4,25.7,43.333333333333336,43.6,41.0,1.6666666666666667,1.0,0.7,0,1,7
00-0019596,T.Brady,2020_14_MIN_TB,2020,14,TB,MIN,196.0,2.0,15.0,23.0,0.0,2020-12-13,65.2,300.6666666666667,278.0,284.4,2.6666666666666665,2.0,2.5,27.0,26.2,26.1,43.666666666666664,43.0,41.7,1.3333333333333333,1.4,0.8,0,1,7
00-0019596,T.Brady,2020_15_TB_ATL,2020,15,TB,ATL,390.0,2.0,31.0,48.0,0.0,2020-12-20,64.6,252.33333333333334,261.4,274.3,2.3333333333333335,2.0,2.4,22.666666666666668,23.6,25.1,38.0,39.0,40.0,1.3333333333333333,1.4,0.8,1,1,7
00-0019596,T.Brady,2020_16_TB_DET,2020,16,TB,DET,348.0,4.0,22.0,28.0,0.0,2020-12-26,78.6,310.3333333333333,297.6,276.4,2.3333333333333335,2.4,2.1,24.333333333333332,25.4,25.2,37.666666666666664,40.4,40.2,0.6666666666666666,0.8,0.7,0,1,7
00-0019596,T.Brady,2020_17_ATL_TB,2020,17,TB,ATL,399.0,4.0,26.0,42.0,1.0,2021-01-03,61.9,311.3333333333333,299.0,285.9,2.6666666666666665,2.6,2.4,22.666666666666668,24.2,24.9,33.0,38.0,38.6,0.0,0.8,0.7,1,1,7
00-0019596,T.Brady,2020_18_TB_WAS,2020,18,TB,WAS,381.0,2.0,22.0,43.0,0.0,2021-01-09,51.2,379.0,335.6,309.2,3.3333333333333335,3.0,2.6,26.333333333333332,24.2,25.8,39.333333333333336,36.6,40.1,0.3333333333333333,0.6,0.8,1,1,7
00-0019596,T.Brady,2020_19_TB_NO,2020,19,TB,NO,199.0,2.0,18.0,34.0,0.0,2021-01-17,52.9,376.0,342.8,310.4,3.3333333333333335,2.8,2.4,23.333333333333332,23.2,24.7,37.666666666666664,36.8,39.9,0.3333333333333333,0.2,0.8,1,1,7
00-0019596,T.Brady,2020_20_TB_GB,2020,20,TB,GB,280.0,3.0,20.0,37.0,3.0,2021-01-24,54.1,326.3333333333333,343.4,302.4,2.6666666666666665,2.8,2.4,22.0,23.8,23.7,39.666666666666664,39.0,39.0,0.3333333333333333,0.2,0.8,1,1,7
00-0019596,T.Brady,2020_21_KC_TB,2020,21,TB,KC,201.0,3.0,21.0,30.0,0.0,2021-02-07,70.0,286.6666666666667,321.4,309.5,2.3333333333333335,3.0,2.7,20.0,21.6,23.5,38.0,36.8,38.6,1.0,0.8,0.8,1,1,7
00-0019596,T.Brady,2021_01_DAL_TB,2021,1,TB,DAL,379.0,4.0,32.0,50.0,2.0,2021-09-09,64.0,226.66666666666666,292.0,295.5,2.6666666666666665,2.8,2.7,19.666666666666668,21.4,22.8,33.666666666666664,37.2,37.6,1.0,0.8,0.8,0,1,7
00-0019596,T.Brady,2021_02_ATL_TB,2021,2,TB,ATL,276.0,5.0,24.0,39.0,0.0,2021-09-19,61.5,286.6666666666667,288.0,311.8,3.3333333333333335,2.8,2.9,24.333333333333332,22.6,23.4,39.0,38.8,37.7,1.6666666666666667,1.0,0.8,0,1,7
00-0019596,T.Brady,2021_03_TB_LA,2021,3,TB,LA,432.0,1.0,41.0,58.0,0.0,2021-09-26,70.7,285.3333333333333,267.0,304.9,4.0,3.4,3.1,25.666666666666668,23.0,23.1,39.666666666666664,38.0,37.4,0.6666666666666666,1.0,0.6,0,1,7
00-0019596,T.Brady,2021_04_TB_NE,2021,4,TB,NE,269.0,0.0,22.0,44.0,0.0,2021-10-03,50.0,362.3333333333333,313.6,328.5,3.3333333333333335,3.2,3.0,32.333333333333336,27.6,25.7,49.0,42.8,40.9,0.6666666666666666,1.0,0.6,0,1,7
00-0019596,T.Brady,2021_05_MIA_TB,2021,5,TB,MIA,411.0,5.0,30.0,43.0,0.0,2021-10-10,69.8,325.6666666666667,311.4,316.4,2.0,2.6,2.8,29.0,28.0,24.8,47.0,44.2,40.5,0.0,0.4,0.6,0,1,7
00-0019596,T.Brady,2021_06_TB_PHI,2021,6,TB,PHI,297.0,2.0,34.0,42.0,1.0,2021-10-14,81.0,370.6666666666667,353.4,322.7,2.0,3.0,2.9,31.0,29.8,25.6,48.333333333333336,46.8,42.0,0.0,0.4,0.6,1,1,7
00-0019596,T.Brady,2021_07_CHI_TB,2021,7,TB,CHI,211.0,4.0,20.0,36.0,0.0,2021-10-24,55.6,325.6666666666667,337.0,312.5,2.3333333333333335,2.6,2.7,28.666666666666668,30.2,26.4,43.0,45.2,42.0,0.3333333333333333,0.2,0.6,0,1,7
00-0019596,T.Brady,2021_08_TB_NO,2021,8,TB,NO,375.0,4.0,28.0,43.0,2.0,2021-10-31,65.1,306.3333333333333,324.0,295.5,3.6666666666666665,2.4,2.9,28.0,29.4,26.2,40.333333333333336,44.6,41.3,0.3333333333333333,0.2,0.6,1,1,7
00-0019596,T.Brady,2021_10_TB_WAS,2021,10,TB,WAS,220.0,2.0,23.0,34.0,2.0,2021-11-14,67.6,294.3333333333333,312.6,313.1,3.3333333333333335,3.0,3.1,27.333333333333332,26.8,27.2,40.333333333333336,41.6,42.2,1.0,0.6,0.8,1,1,7
00-0019596,T.Brady,2021_11_NYG_TB,2021,11,TB,NYG,307.0,2.0,30.0,46.0,1.0,2021-11-22,65.2,268.6666666666667,302.8,307.1,3.3333333333333335,3.4,3.0,23.666666666666668,27.0,27.5,37.666666666666664,39.6,41.9,1.3333333333333333,1.0,0.7,1,1,7
00-0019596,T.Brady,2021_12_TB_IND,2021,12,TB,IND,226.0,1.0,25.0,36.0,1.0,2021-11-28,69.4,300.6666666666667,282.0,317.7,2.6666666666666665,2.8,2.9,27.0,27.0,28.4,41.0,40.2,43.5,1.6666666666666667,1.2,0.8,1,1,7
00-0019596,T.Brady,2021_13_TB_ATL,2021,13,TB,ATL,368.0,4.0,38.0,51.0,1.0,2021-12-05,74.5,251.0,267.8,302.4,1.6666666666666667,2.6,2.6,26.0,25.2,27.7,38.666666666666664,39.0,42.1,1.3333333333333333,1.2,0.7,1,1,7
00-0019596,T.Brady,2021_14_BUF_TB,2021,14,TB,BUF,363.0,2.0,31.0,48.0,0.0,2021-12-12,64.6,300.3333333333333,299.2,311.6,2.3333333333333335,2.6,2.5,31.0,28.8,29.1,44.333333333333336,42.0,43.3,1.0,1.4,0.8,1,1,7
00-0019596,T.Brady,2021_15_NO_TB,2021,15,TB,NO,214.0,0.0,26.0,52.0,1.0,2021-12-19,50.0,319.0,296.8,304.7,2.3333333333333335,2.2,2.6,31.333333333333332,29.4,28.1,45.0,43.0,42.3,0.6666666666666666,1.0,0.8,1,1,7
00-0019596,T.Brady,2021_16_TB_CAR,2021,16,TB,CAR,232.0,1.0,18.0,31.0,0.0,2021-12-26,58.1,315.0,295.6,299.2,2.0,1.8,2.6,31.666666666666668,30.0,28.5,50.333333333333336,46.6,43.1,0.6666666666666666,0.8,0.9,0,1,7
00-0019596,T.Brady,2021_17_TB_NYJ,2021,17,TB,NYJ,410.0,3.0,34.0,51.0,1.0,2022-01-02,66.7,269.6666666666667,280.6,281.3,1.0,1.6,2.2,25.0,27.6,27.3,43.666666666666664,43.6,41.9,0.3333333333333333,0.6,0.9,1,1,7
00-0019596,T.Brady,2021_18_CAR_TB,2021,18,TB,CAR,326.0,3.0,29.0,38.0,0.0,2022-01-09,76.3,285.3333333333333,317.4,292.6,1.3333333333333333,2.0,2.3,26.0,29.4,27.3,44.666666666666664,46.6,42.8,0.6666666666666666,0.6,0.9,0,1,7
00-0019596,T.Brady,2021_19_PHI_TB,2021,19,TB,PHI,271.0,2.0,29.0,41.0,0.0,2022-01-16,70.7,322.6666666666667,309.0,304.1,2.3333333333333335,1.8,2.2,27.0,27.6,28.2,40.0,44.0,43.0,0.3333333333333333,0.4,0.9,0,1,7
00-0019596,T.Brady,2021_20_LA_TB,2021,20,TB,LA,329.0,1.0,30.0,57.0,1.0,2022-01-23,52.6,335.6666666666667,290.6,293.7,2.6666666666666665,1.8,2.0,30.666666666666668,27.2,28.3,43.333333333333336,42.6,42.8,0.3333333333333333,0.4,0.7,0,1,7
00-0019596,T.Brady,2022_01_TB_DAL,2022,1,TB,DAL,212.0,1.0,18.0,29.0,1.0,2022-09-11,62.1,308.6666666666667,313.6,304.6,2.0,2.0,1.9,29.333333333333332,28.0,29.0,45.333333333333336,43.6,45.1,0.3333333333333333,0.4,0.6,0,1,7
00-0019596,T.Brady,2022_02_TB_NO,2022,2,TB,NO,190.0,1.0,18.0,35.0,0.0,2022-09-18,51.4,270.6666666666667,309.6,295.1,1.3333333333333333,2.0,1.8,25.666666666666668,28.0,27.8,42.333333333333336,43.2,43.4,0.6666666666666666,0.6,0.6,0,1,7
00-0019596,T.Brady,2022_03_GB_TB,2022,3,TB,GB,271.0,1.0,31.0,46.0,0.0,2022-09-25,67.4,243.66666666666666,265.6,291.5,1.0,1.6,1.8,22.0,24.8,27.1,40.333333333333336,40.0,43.3,0.6666666666666666,0.4,0.5,1,1,7
00-0019596,T.Brady,2022_04_KC_TB,2022,4,TB,KC,385.0,3.0,39.0,53.0,0.0,2022-10-02,73.6,224.33333333333334,254.6,281.8,1.0,1.2,1.5,22.333333333333332,25.2,26.4,36.666666666666664,41.6,42.8,0.3333333333333333,0.4,0.4,1,1,7
00-0019596,T.Brady,2022_05_ATL_TB,2022,5,TB,ATL,351.0,1.0,35.0,53.0,0.0,2022-10-09,66.0,282.0,277.4,284.0,1.6666666666666667,1.4,1.6,29.333333333333332,27.2,27.2,44.666666666666664,44.0,43.3,0.0,0.4,0.4,0,1,7
00-0019596,T.Brady,2022_06_TB_PIT,2022,6,TB,PIT,243.0,1.0,25.0,43.0,0.0,2022-10-16,58.1,335.6666666666667,281.8,297.7,1.6666666666666667,1.4,1.7,35.0,28.2,28.1,50.666666666666664,43.2,43.4,0.0,0.2,0.3,0,1,7
00-0019596,T.Brady,2022_07_TB_CAR,2022,7,TB,CAR,290.0,0.0,32.0,50.0,0.0,2022-10-23,64.0,326.3333333333333,288.0,298.8,1.6666666666666667,1.4,1.7,33.0,29.6,28.8,49.666666666666664,46.0,44.6,0.0,0.0,0.3,0,1,7
00-0019596,T.Brady,2022_08_BAL_TB,2022,8,TB,BAL,325.0,1.0,26.0,47.0,0.0,2022-10-27,55.3,294.6666666666667,308.0,286.8,0.6666666666666666,1.2,1.4,30.666666666666668,32.4,28.6,48.666666666666664,49.0,44.5,0.0,0.0,0.2,0,1,7
00-0019596,T.Brady,2022_09_LA_TB,2022,9,TB,LA,280.0,1.0,36.0,59.0,0.0,2022-11-06,61.0,286.0,318.8,286.7,0.6666666666666666,1.2,1.2,27.666666666666668,31.4,28.3,46.666666666666664,49.2,45.4,0.0,0.0,0.2,0,1,7
00-0019596,T.Brady,2022_10_SEA_TB,2022,10,TB,SEA,258.0,2.0,22.0,29.0,1.0,2022-11-13,75.9,298.3333333333333,297.8,287.6,0.6666666666666666,0.8,1.1,31.333333333333332,30.8,29.0,52.0,50.4,47.2,0.0,0.0,0.2,1,1,7
00-0019596,T.Brady,2022_12_TB_CLE,2022,12,TB,CLE,246.0,2.0,29.0,46.0,0.0,2022-11-27,63.0,287.6666666666667,279.2,280.5,1.3333333333333333,1.0,1.2,28.0,28.2,28.2,45.0,45.6,44.4,0.3333333333333333,0.2,0.2,0,1,7
00-0019596,T.Brady,2022_13_NO_TB,2022,13,TB,NO,281.0,2.0,36.0,55.0,1.0,2022-12-05,65.5,261.3333333333333,279.8,283.9,1.6666666666666667,1.2,1.3,29.0,29.0,29.3,44.666666666666664,46.2,46.1,0.3333333333333333,0.2,0.1,0,1,7
00-0019596,T.Brady,2022_14_TB_SF,2022,14,TB,SF,253.0,1.0,34.0,55.0,2.0,2022-12-11,61.8,261.6666666666667,278.0,293.0,2.0,1.6,1.4,29.0,29.8,31.1,43.333333333333336,47.2,48.1,0.6666666666666666,0.4,0.2,1,1,7
00-0019596,T.Brady,2022_15_CIN_TB,2022,15,TB,CIN,312.0,3.0,30.0,46.0,2.0,2022-12-18,65.2,260.0,263.6,291.2,1.6666666666666667,1.6,1.4,33.0,31.4,31.4,52.0,48.8,49.0,1.0,0.8,0.4,0,1,7
00-0019596,T.Brady,2022_16_TB_ARI,2022,16,TB,ARI,281.0,1.0,32.0,48.0,2.0,2022-12-25,66.7,282.0,270.0,283.9,2.0,2.0,1.4,33.333333333333336,30.2,30.5,52.0,46.2,48.3,1.6666666666666667,1.2,0.6,1,1,7
00-0019596,T.Brady,2022_17_CAR_TB,2022,17,TB,CAR,432.0,3.0,34.0,50.0,0.0,2023-01-01,68.0,282.0,274.6,276.9,1.6666666666666667,1.8,1.4,32.0,32.2,30.2,49.666666666666664,50.0,47.8,2.0,1.4,0.8,0,1,7
00-0019596,T.Brady,2022_18_TB_ATL,2022,18,TB,ATL,84.0,1.0,13.0,17.0,0.0,2023-01-08,76.5,341.6666666666667,311.8,295.8,2.3333333333333335,2.0,1.6,32.0,33.2,31.1,48.0,50.8,48.5,1.3333333333333333,1.4,0.8,1,1,7
00-0019596,T.Brady,2022_19_DAL_TB,2022,19,TB,DAL,351.0,2.0,35.0,70.0,1.0,2023-01-16,50.0,265.6666666666667,272.4,275.2,1.6666666666666667,1.8,1.7,26.333333333333332,28.6,29.2,38.333333333333336,43.2,45.2,0.6666666666666666,1.2,0.8,1,1,7
00-0020531,D.Brees,2020_01_TB_NO,2020,1,NO,TB,160.0,2.0,18.0,31.0,0.0,2020-09-13,58.1,,,,,,,,,,,,,,,,1,1,7
00-0020531,D.Brees,2020_02_NO_LV,2020,2,NO,LV,312.0,1.0,26.0,38.0,1.0,2020-09-21,68.4,160.0,160.0,160.0,2.0,2.0,2.0,18.0,18.0,18.0,31.0,31.0,31.0,0.0,0.0,0.0,0,1,7
00-0020531,D.Brees,2020_03_GB_NO,2020,3,NO,GB,288.0,3.0,29.0,38.0,0.0,2020-09-27,76.3,236.0,236.0,236.0,1.5,1.5,1.5,22.0,22.0,22.0,34.5,34.5,34.5,0.5,0.5,0.5,0,1,7
00-0020531,D.Brees,2020_04_NO_DET,2020,4,NO,DET,246.0,2.0,19.0,27.0,1.0,2020-10-04,70.4,253.33333333333334,253.33333333333334,253.33333333333334,2.0,2.0,2.0,24.333333333333332,24.333333333333332,24.333333333333332,35.666666666666664,35.666666666666664,35.666666666666664,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,1,7
00-0020531,D.Brees,2020_05_LAC_NO,2020,5,NO,LAC,325.0,1.0,33.0,49.0,1.0,2020-10-12,67.3,282.0,251.5,251.5,2.0,2.0,2.0,24.666666666666668,23.0,23.0,34.333333333333336,33.5,33.5,0.6666666666666666,0.5,0.5,1,1,7
00-0020531,D.Brees,2020_07_CAR_NO,2020,7,NO,CAR,287.0,2.0,29.0,37.0,0.0,2020-10-25,78.4,286.3333333333333,266.2,266.2,2.0,1.8,1.8,27.0,25.0,25.0,38.0,36.6,36.6,0.6666666666666666,0.6,0.6,0,1,7
00-0020531,D.Brees,2020_08_NO_CHI,2020,8,NO,CHI,280.0,2.0,31.0,42.0,0.0,2020-11-01,73.8,286.0,291.6,269.6666666666667,1.6666666666666667,1.8,1.8333333333333333,27.0,27.2,25.666666666666668,37.666666666666664,37.8,36.666666666666664,0.6666666666666666,0.6,0.5,0,1,7
00-0020531,D.Brees,2020_09_NO_TB,2020,9,NO,TB,222.0,4.0,26.0,33.0,0.0,2020-11-08,78.8,297.3333333333333,285.2,271.14285714285717,1.6666666666666667,2.0,1.8571428571428572,31.0,28.2,26.428571428571427,42.666666666666664,38.6,37.42857142857143,0.3333333333333333,0.4,0.42857142857142855,0,1,7
00-0020531,D.Brees,2020_10_SF_NO,2020,10,NO,SF,76.0,1.0,8.0,13.0,0.0,2020-11-15,61.5,263.0,272.0,265.0,2.6666666666666665,2.2,2.125,28.666666666666668,27.6,26.375,37.333333333333336,37.6,36.875,0.0,0.4,0.375,1,1,7
00-0020531,D.Brees,2020_15_KC_NO,2020,15,NO,KC,234.0,3.0,15.0,36.0,1.0,2020-12-20,41.7,192.66666666666666,238.0,244.0,2.3333333333333335,2.0,2.0,21.666666666666668,25.4,24.333333333333332,29.333333333333332,34.8,34.22222222222222,0.0,0.2,0.3333333333333333,0,1,7
00-0020531,D.Brees,2020_16_MIN_NO,2020,16,NO,MIN,311.0,0.0,19.0,26.0,2.0,2020-12-25,73.1,177.33333333333334,219.8,243.0,2.6666666666666665,2.4,2.1,16.333333333333332,21.8,23.4,27.333333333333332,32.2,34.4,0.3333333333333333,0.2,0.4,0,1,7
00-0020531,D.Brees,2020_17_NO_CAR,2020,17,NO,CAR,201.0,3.0,22.0,34.0,0.0,2021-01-03,64.7,207.0,224.6,258.1,1.3333333333333333,2.0,1.9,14.0,19.8,23.5,25.0,30.0,33.9,1.0,0.6,0.6,0,1,7
00-0020531,D.Brees,2020_18_CHI_NO,2020,18,NO,CHI,265.0,2.0,28.0,39.0,0.0,2021-01-10,71.8,248.66666666666666,208.8,247.0,2.0,2.2,2.1,18.666666666666668,18.0,23.1,32.0,28.4,33.5,1.0,0.6,0.5,1,1,7
00-0020531,D.Brees,2020_19_TB_NO,2020,19,NO,TB,134.0,1.0,19.0,34.0,3.0,2021-01-17,55.9,259.0,217.4,244.7,1.6666666666666667,1.8,2.0,23.0,18.4,23.0,33.0,29.6,33.6,0.6666666666666666,0.6,0.5,1,1,7
00-0022824,A.Lee,2020_15_PHI_ARI,2020,15,ARI,PHI,26.0,0.0,1.0,1.0,0.0,2020-12-20,100.0,,,,,,,,,,,,,,,,1,1,7
00-0022824,A.Lee,2021_13_ARI_CHI,2021,13,ARI,CHI,0.0,0.0,0.0,1.0,0.0,2021-12-05,0.0,26.0,26.0,26.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1,7
00-0022824,A.Lee,2022_16_TB_ARI,2022,16,ARI,TB,4.0,0.0,1.0,1.0,0.0,2022-12-25,100.0,13.0,13.0,13.0,0.0,0.0,0.0,0.5,0.5,0.5,1.0,1.0,1.0,0.0,0.0,0.0,1,1,7
00-0022924,B.Roethlisberger,2020_01_PIT_NYG,2020,1,PIT,NYG,229.0,3.0,21.0,34.0,0.0,2020-09-14,61.8,,,,,,,,,,,,,,,,0,1,7
00-0022924,B.Roethlisberger,2020_02_DEN_PIT,2020,2,PIT,DEN,311.0,2.0,29.0,42.0,1.0,2020-09-20,69.0,229.0,229.0,229.0,3.0,3.0,3.0,21.0,21.0,21.0,34.0,34.0,34.0,0.0,0.0,0.0,1,1,7
00-0022924,B.Roethlisberger,2020_03_HOU_PIT,2020,3,PIT,HOU,237.0,2.0,23.0,39.0,0.0,2020-09-27,59.0,270.0,270.0,270.0,2.5,2.5,2.5,25.0,25.0,25.0,38.0,38.0,38.0,0.5,0.5,0.5,0,1,7
00-0022924,B.Roethlisberger,2020_05_PHI_PIT,2020,5,PIT,PHI,239.0,3.0,27.0,35.0,0.0,2020-10-11,77.1,259.0,259.0,259.0,2.3333333333333335,2.3333333333333335,2.3333333333333335,24.333333333333332,24.333333333333332,24.333333333333332,38.333333333333336,38.333333333333336,38.333333333333336,0.3333333333333333,0.3333333333333333,0.3333333333333333,1,1,7
00-0022924,B.Roethlisberger,2020_06_CLE_PIT,2020,6,PIT,CLE,162.0,1.0,14.0,24.0,0.0,2020-10-18,58.3,262.3333333333333,254.0,254.0,2.3333333333333335,2.5,2.5,26.333333333333332,25.0,25.0,38.666666666666664,37.5,37.5,0.3333333333333333,0.25,0.25,0,1,7
00-0022924,B.Roethlisberger,2020_07_PIT_TEN,2020,7,PIT,TEN,268.0,2.0,32.0,49.0,3.0,2020-10-25,65.3,212.66666666666666,235.6,235.6,2.0,2.2,2.2,21.333333333333332,22.8,22.8,32.666666666666664,34.8,34.8,0.0,0.2,0.2,0,1,7
00-0022924,B.Roethlisberger,2020_08_PIT_BAL,2020,8,PIT,BAL,182.0,2.0,21.0,34.0,0.0,2020-11-01,61.8,223.0,243.4,241.0,2.0,2.0,2.1666666666666665,24.333333333333332,25.0,24.333333333333332,36.0,37.8,37.166666666666664,1.0,0.8,0.6666666666666666,1,1,7
00-0022924,B.Roethlisberger,2020_09_PIT_DAL,2020,9,PIT,DAL,306.0,3.0,29.0,43.0,0.0,2020-11-08,67.4,204.0,217.6,232.57142857142858,1.6666666666666667,2.0,2.142857142857143,22.333333333333332,23.4,23.857142857142858,35.666666666666664,36.2,36.714285714285715,1.0,0.6,0.5714285714285714,1,1,7
00-0022924,B.Roethlisberger,2020_10_CIN_PIT,2020,10,PIT,CIN,333.0,4.0,27.0,47.0,0.0,2020-11-15,57.4,252.0,231.4,241.75,2.3333333333333335,2.2,2.25,27.333333333333332,24.6,24.5,42.0,37.0,37.5,1.0,0.6,0.5,1,1,7
00-0022924,B.Roethlisberger,2020_11_PIT_JAX,2020,11,PIT,JAX,267.0,2.0,32.0,46.0,1.0,2020-11-22,69.6,273.6666666666667,250.2,251.88888888888889,3.0,2.4,2.4444444444444446,25.666666666666668,24.6,24.77777777777778,41.333333333333336,39.4,38.55555555555556,0.0,0.6,0.4444444444444444,1,1,7
00-0022924,B.Roethlisberger,2020_12_BAL_PIT,2020,12,PIT,BAL,266.0,1.0,36.0,51.0,1.0,2020-12-02,70.6,302.0,271.2,253.4,3.0,2.6,2.4,29.333333333333332,28.2,25.5,45.333333333333336,43.8,39.3,0.3333333333333333,0.8,0.5,0,1,7
00-0022924,B.Roethlisberger,2020_13_WAS_PIT,2020,13,PIT,WAS,305.0,2.0,33.0,53.0,1.0,2020-12-07,62.3,288.6666666666667,270.8,257.1,2.3333333333333335,2.4,2.2,31.666666666666668,29.0,27.0,48.0,44.2,41.0,0.6666666666666666,0.4,0.6,1,1,7
00-0022924,B.Roethlisberger,2020_14_PIT_BUF,2020,14,PIT,BUF,187.0,2.0,21.0,39.0,2.0,2020-12-13,53.8,279.3333333333333,295.4,256.5,1.6666666666666667,2.4,2.2,33.666666666666664,31.4,27.4,50.0,48.0,42.1,1.0,0.6,0.6,0,1,7
00-0022924,B.Roethlisberger,2020_15_PIT_CIN,2020,15,PIT,CIN,170.0,1.0,20.0,39.0,1.0,2020-12-21,51.3,252.66666666666666,271.6,251.5,1.6666666666666667,2.2,2.2,30.0,29.8,27.2,47.666666666666664,47.2,42.1,1.3333333333333333,1.0,0.8,1,1,7
00-0022924,B.Roethlisberger,2020_16_IND_PIT,2020,16,PIT,IND,341.0,3.0,34.0,50.0,0.0,2020-12-27,68.0,220.66666666666666,239.0,244.6,1.6666666666666667,1.6,2.0,24.666666666666668,28.4,26.5,43.666666666666664,45.6,42.5,1.3333333333333333,1.2,0.9,1,1,7
00-0022924,B.Roethlisberger,2020_18_CLE_PIT,2020,18,PIT,CLE,501.0,4.0,47.0,71.0,4.0,2021-01-10,66.2,232.66666666666666,253.8,262.5,2.0,1.8,2.2,25.0,28.8,28.5,42.666666666666664,46.4,45.1,1.0,1.0,0.9,0,1,7
00-0022924,B.Roethlisberger,2021_01_PIT_BUF,2021,1,PIT,BUF,188.0,1.0,18.0,34.0,0.0,2021-09-12,52.9,337.3333333333333,300.8,285.8,2.6666666666666665,2.4,2.4,33.666666666666664,31.0,30.0,53.333333333333336,50.4,47.3,1.6666666666666667,1.6,1.0,1,1,7
00-0022924,B.Roethlisberger,2021_02_LV_PIT,2021,2,PIT,LV,295.0,1.0,27.0,42.0,1.0,2021-09-19,64.3,343.3333333333333,277.4,286.4,2.6666666666666665,2.2,2.3,33.0,28.0,29.7,51.666666666666664,46.6,47.3,1.3333333333333333,1.4,1.0,1,1,7
00-0022924,B.Roethlisberger,2021_03_CIN_PIT,2021,3,PIT,CIN,318.0,1.0,38.0,62.0,2.0,2021-09-26,61.3,328.0,299.0,285.3,2.0,2.0,2.1,30.666666666666668,29.2,29.5,49.0,47.2,47.2,1.6666666666666667,1.2,1.1,0,1,7
