player_id,player_name,game_id,season,week,team,opponent,rushing_yards,rush_tds,rush_attempts,game_date,ypc,rushing_yards_L3,rushing_yards_L5,rushing_yards_L10,rush_tds_L3,rush_tds_L5,rush_tds_L10,rush_attempts_L3,rush_attempts_L5,rush_attempts_L10,ypc_L3,ypc_L5,ypc_L10
00-0019596,T.Brady,2020_01_TB_NO,2020,1,TB,NO,9.0,1.0,3.0,2020-09-13,3.0,,,,,,,,,,,,
00-0019596,T.Brady,2020_02_CAR_TB,2020,2,TB,CAR,0.0,0.0,1.0,2020-09-20,0.0,9.0,9.0,9.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0
00-0019596,T.Brady,2020_03_TB_DEN,2020,3,TB,DEN,0.0,0.0,5.0,2020-09-27,0.0,4.5,4.5,4.5,0.5,0.5,0.5,2.0,2.0,2.0,1.5,1.5,1.5
00-0019596,T.Brady,2020_04_LAC_TB,2020,4,TB,LAC,-3.0,0.0,3.0,2020-10-04,-1.0,3.0,3.0,3.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,3.0,3.0,3.0,1.0,1.0,1.0
00-0019596,T.Brady,2020_05_TB_CHI,2020,5,TB,CHI,0.0,0.0,3.0,2020-10-08,0.0,-1.0,1.5,1.5,0.0,0.25,0.25,3.0,3.0,3.0,-0.3333333333333333,0.5,0.5
00-0019596,T.Brady,2020_07_TB_LV,2020,7,TB,LV,1.0,1.0,1.0,2020-10-25,1.0,-1.0,1.2,1.2,0.0,0.2,0.2,3.6666666666666665,3.0,3.0,-0.3333333333333333,0.4,0.4
00-0019596,T.Brady,2020_08_TB_NYG,2020,8,TB,NYG,-1.0,0.0,1.0,2020-11-02,-1.0,-0.6666666666666666,-0.4,1.1666666666666667,0.3333333333333333,0.2,0.3333333333333333,2.3333333333333335,2.6,2.6666666666666665,0.0,0.0,0.5
00-0019596,T.Brady,2020_10_TB_CAR,2020,10,TB,CAR,2.0,1.0,2.0,2020-11-15,1.0,0.0,-0.6,0.8571428571428571,0.3333333333333333,0.2,0.2857142857142857,1.6666666666666667,2.6,2.4285714285714284,0.0,-0.2,0.2857142857142857
00-0019596,T.Brady,2020_12_KC_TB,2020,12,TB,KC,-1.0,0.0,1.0,2020-11-29,-1.0,0.6666666666666666,-0.2,1.0,0.6666666666666666,0.4,0.375,1.3333333333333333,2.0,2.375,0.3333333333333333,0.0,0.375
00-0019596,T.Brady,2020_14_MIN_TB,2020,14,TB,MIN,-2.0,0.0,3.0,2020-12-13,-0.7,0.0,0.2,0.7777777777777778,0.3333333333333333,0.4,0.3333333333333333,1.3333333333333333,1.6,2.2222222222222223,-0.3333333333333333,0.0,0.2222222222222222
00-0019596,T.Brady,2020_15_TB_ATL,2020,15,TB,ATL,-2.0,0.0,2.0,2020-12-20,-1.0,-0.3333333333333333,-0.2,0.5,0.3333333333333333,0.4,0.3,2.0,1.6,2.3,-0.2333333333333333,-0.13999999999999999,0.13
00-0019596,T.Brady,2020_17_ATL_TB,2020,17,TB,ATL,3.0,0.0,5.0,2021-01-03,0.6,-1.6666666666666667,-0.8,-0.6,0.0,0.2,0.2,2.0,1.8,2.2,-0.9,-0.54,-0.27
00-0019596,T.Brady,2020_18_TB_WAS,2020,18,TB,WAS,-2.0,0.0,3.0,2021-01-09,-0.7,-0.3333333333333333,0.0,-0.3,0.0,0.2,0.2,3.3333333333333335,2.6,2.6,-0.3666666666666667,-0.22000000000000003,-0.21000000000000002
00-0019596,T.Brady,2020_19_TB_NO,2020,19,TB,NO,2.0,1.0,5.0,2021-01-17,0.4,-0.3333333333333333,-0.8,-0.5,0.0,0.0,0.2,3.3333333333333335,2.8,2.4,-0.3666666666666667,-0.5599999999999999,-0.27999999999999997
00-0019596,T.Brady,2020_20_TB_GB,2020,20,TB,GB,-1.0,0.0,1.0,2021-01-24,-1.0,1.0,-0.2,0.0,0.3333333333333333,0.2,0.3,4.333333333333333,3.6,2.6,0.10000000000000002,-0.27999999999999997,-0.13999999999999999
00-0019596,T.Brady,2020_21_KC_TB,2020,21,TB,KC,-2.0,0.0,4.0,2021-02-07,-0.5,-0.3333333333333333,0.0,-0.1,0.3333333333333333,0.2,0.3,3.0,3.2,2.4,-0.4333333333333333,-0.33999999999999997,-0.24
00-0019596,T.Brady,2021_02_ATL_TB,2021,2,TB,ATL,6.0,0.0,1.0,2021-09-19,6.0,-0.3333333333333333,0.0,-0.4,0.3333333333333333,0.2,0.2,3.3333333333333335,3.6,2.7,-0.3666666666666667,-0.24,-0.39
00-0019596,T.Brady,2021_03_TB_LA,2021,3,TB,LA,14.0,1.0,3.0,2021-09-26,4.7,1.0,0.6,0.3,0.0,0.2,0.2,2.0,2.8,2.7,1.5,0.8400000000000001,0.31
00-0019596,T.Brady,2021_04_TB_NE,2021,4,TB,NE,3.0,0.0,4.0,2021-10-03,0.8,6.0,3.8,1.5,0.3333333333333333,0.4,0.2,2.6666666666666665,2.8,2.8,3.4,1.9200000000000004,0.68
00-0019596,T.Brady,2021_05_MIA_TB,2021,5,TB,MIA,13.0,0.0,1.0,2021-10-10,13.0,7.666666666666667,4.0,1.9,0.3333333333333333,0.2,0.2,2.6666666666666665,2.6,3.1,3.8333333333333335,2.0,0.86
00-0019596,T.Brady,2021_06_TB_PHI,2021,6,TB,PHI,1.0,0.0,4.0,2021-10-14,0.2,10.0,6.8,3.4,0.3333333333333333,0.2,0.2,2.6666666666666665,2.6,2.9,6.166666666666667,4.8,2.2299999999999995
00-0019596,T.Brady,2021_08_TB_NO,2021,8,TB,NO,2.0,0.0,1.0,2021-10-31,2.0,5.666666666666667,7.4,3.7,0.0,0.2,0.2,3.0,2.6,3.1,4.666666666666667,4.9399999999999995,2.35
00-0019596,T.Brady,2021_10_TB_WAS,2021,10,TB,WAS,2.0,0.0,1.0,2021-11-14,2.0,5.333333333333333,6.6,3.6,0.0,0.2,0.2,2.0,2.6,2.7,5.066666666666666,4.14,2.49
00-0019596,T.Brady,2021_11_NYG_TB,2021,11,TB,NYG,10.0,0.0,1.0,2021-11-22,10.0,1.6666666666666667,4.2,4.0,0.0,0.0,0.2,2.0,2.2,2.5,1.4000000000000001,3.6,2.7600000000000002
00-0019596,T.Brady,2021_12_TB_IND,2021,12,TB,IND,2.0,0.0,2.0,2021-11-28,1.0,4.666666666666667,5.6,4.8,0.0,0.0,0.1,1.0,1.6,2.1,4.666666666666667,5.4399999999999995,3.7199999999999998
00-0019596,T.Brady,2021_13_TB_ATL,2021,13,TB,ATL,-1.0,0.0,1.0,2021-12-05,-1.0,4.666666666666667,3.4,5.1,0.0,0.0,0.1,1.3333333333333333,1.8,2.2,4.333333333333333,3.04,3.9199999999999995
00-0019596,T.Brady,2021_14_BUF_TB,2021,14,TB,BUF,16.0,1.0,7.0,2021-12-12,2.3,3.6666666666666665,3.0,5.2,0.0,0.0,0.1,1.3333333333333333,1.2,1.9,3.3333333333333335,2.8,3.8699999999999997
00-0019596,T.Brady,2021_15_NO_TB,2021,15,TB,NO,2.0,0.0,1.0,2021-12-19,2.0,5.666666666666667,5.8,6.2,0.3333333333333333,0.2,0.2,3.3333333333333335,2.4,2.5,0.7666666666666666,2.8600000000000003,3.5
00-0019596,T.Brady,2021_16_TB_CAR,2021,16,TB,CAR,11.0,0.0,1.0,2021-12-26,11.0,5.666666666666667,5.8,5.0,0.3333333333333333,0.2,0.1,3.0,2.4,2.3,1.0999999999999999,2.8600000000000003,3.2299999999999995
00-0019596,T.Brady,2021_20_LA_TB,2021,20,TB,LA,0.0,0.0,1.0,2022-01-23,0.0,9.666666666666666,6.0,5.8,0.3333333333333333,0.2,0.1,3.0,2.4,2.0,5.1000000000000005,3.06,4.25
00-0019596,T.Brady,2022_01_TB_DAL,2022,1,TB,DAL,-1.0,0.0,2.0,2022-09-11,-0.5,4.333333333333333,5.6,4.5,0.0,0.2,0.1,1.0,2.2,2.0,4.333333333333333,2.8600000000000003,2.9499999999999997
00-0019596,T.Brady,2022_02_TB_NO,2022,2,TB,NO,-2.0,0.0,3.0,2022-09-18,-0.7,3.3333333333333335,5.6,4.3,0.0,0.2,0.1,1.3333333333333333,2.4,1.8,3.5,2.96,2.88
00-0019596,T.Brady,2022_03_GB_TB,2022,3,TB,GB,-1.0,0.0,1.0,2022-09-25,-1.0,-1.0,2.0,3.9,0.0,0.0,0.1,2.0,1.6,2.0,-0.39999999999999997,2.3600000000000003,2.61
00-0019596,T.Brady,2022_05_ATL_TB,2022,5,TB,ATL,-3.0,0.0,3.0,2022-10-09,-1.0,-1.3333333333333333,1.4,3.6,0.0,0.0,0.1,2.0,1.6,2.0,-0.7333333333333334,1.7600000000000002,2.3099999999999996
00-0019596,T.Brady,2022_06_TB_PIT,2022,6,TB,PIT,0.0,0.0,1.0,2022-10-16,0.0,-2.0,-1.4,2.3,0.0,0.0,0.1,2.3333333333333335,2.0,2.2,-0.9,-0.64,1.21
00-0019596,T.Brady,2022_07_TB_CAR,2022,7,TB,CAR,1.0,0.0,1.0,2022-10-23,1.0,-1.3333333333333333,-1.4,2.1,0.0,0.0,0.1,1.6666666666666667,2.0,2.1,-0.6666666666666666,-0.64,1.1099999999999999
00-0019596,T.Brady,2022_08_BAL_TB,2022,8,TB,BAL,1.0,0.0,1.0,2022-10-27,1.0,-0.6666666666666666,-1.0,2.3,0.0,0.0,0.1,1.6666666666666667,1.8,2.1,0.0,-0.33999999999999997,1.31
00-0019596,T.Brady,2022_10_SEA_TB,2022,10,TB,SEA,-3.0,0.0,6.0,2022-11-13,-0.5,0.6666666666666666,-0.4,0.8,0.0,0.0,0.0,1.0,1.4,1.5,0.6666666666666666,0.0,1.1800000000000002
00-0019596,T.Brady,2022_12_TB_CLE,2022,12,TB,CLE,2.0,0.0,1.0,2022-11-27,2.0,-0.3333333333333333,-0.8,0.3,0.0,0.0,0.0,2.6666666666666665,2.4,2.0,0.5,0.1,0.93
00-0019596,T.Brady,2022_13_NO_TB,2022,13,TB,NO,-1.0,0.0,1.0,2022-12-05,-1.0,0.0,0.2,-0.6,0.0,0.0,0.0,2.6666666666666665,2.0,2.0,0.8333333333333334,0.7,0.030000000000000006
00-0019596,T.Brady,2022_14_TB_SF,2022,14,TB,SF,0.0,0.0,2.0,2022-12-11,0.0,-0.6666666666666666,0.0,-0.7,0.0,0.0,0.0,2.6666666666666665,2.0,2.0,0.16666666666666666,0.5,-0.06999999999999999
00-0019596,T.Brady,2022_15_CIN_TB,2022,15,TB,CIN,1.0,0.0,2.0,2022-12-18,0.5,0.3333333333333333,-0.2,-0.6,0.0,0.0,0.0,1.3333333333333333,2.2,2.0,0.3333333333333333,0.3,-0.019999999999999997
00-0019596,T.Brady,2022_16_TB_ARI,2022,16,TB,ARI,1.0,0.0,2.0,2022-12-25,0.5,0.0,-0.2,-0.3,0.0,0.0,0.0,1.6666666666666667,2.4,1.9,-0.16666666666666666,0.2,0.1
00-0019596,T.Brady,2022_17_CAR_TB,2022,17,TB,CAR,4.0,1.0,3.0,2023-01-01,1.3,0.6666666666666666,0.6,-0.1,0.0,0.0,0.0,2.0,1.6,2.0,0.3333333333333333,0.4,0.25
00-0020531,D.Brees,2020_01_TB_NO,2020,1,NO,TB,0.0,0.0,2.0,2020-09-13,0.0,,,,,,,,,,,,
00-0020531,D.Brees,2020_04_NO_DET,2020,4,NO,DET,-3.0,0.0,3.0,2020-10-04,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0
00-0020531,D.Brees,2020_05_LAC_NO,2020,5,NO,LAC,1.0,1.0,1.0,2020-10-12,1.0,-1.5,-1.5,-1.5,0.0,0.0,0.0,2.5,2.5,2.5,-0.5,-0.5,-0.5
00-0020531,D.Brees,2020_07_CAR_NO,2020,7,NO,CAR,2.0,1.0,3.0,2020-10-25,0.7,-0.6666666666666666,-0.6666666666666666,-0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,2.0,2.0,2.0,0.0,0.0,0.0
00-0020531,D.Brees,2020_08_NO_CHI,2020,8,NO,CHI,4.0,0.0,3.0,2020-11-01,1.3,0.0,0.0,0.0,0.6666666666666666,0.5,0.5,2.3333333333333335,2.25,2.25,0.2333333333333333,0.175,0.175
00-0020531,D.Brees,2020_09_NO_TB,2020,9,NO,TB,-2.0,0.0,2.0,2020-11-08,-1.0,2.3333333333333335,0.8,0.8,0.6666666666666666,0.4,0.4,2.3333333333333335,2.4,2.4,1.0,0.4,0.4
00-0020531,D.Brees,2020_10_SF_NO,2020,10,NO,SF,-1.0,0.0,1.0,2020-11-15,-1.0,1.3333333333333333,0.4,0.3333333333333333,0.3333333333333333,0.4,0.3333333333333333,2.6666666666666665,2.4,2.3333333333333335,0.3333333333333333,0.2,0.16666666666666666
00-0020531,D.Brees,2020_16_MIN_NO,2020,16,NO,MIN,-3.0,0.0,3.0,2020-12-25,-1.0,0.3333333333333333,0.8,0.14285714285714285,0.0,0.4,0.2857142857142857,2.0,2.0,2.142857142857143,-0.2333333333333333,0.2,0.0
00-0020531,D.Brees,2020_18_CHI_NO,2020,18,NO,CHI,2.0,0.0,3.0,2021-01-10,0.7,-2.0,0.0,-0.25,0.0,0.2,0.25,2.0,2.4,2.25,-1.0,-0.2,-0.125
00-0020531,D.Brees,2020_19_TB_NO,2020,19,NO,TB,3.0,0.0,2.0,2021-01-17,1.5,-0.6666666666666666,0.0,0.0,0.0,0.0,0.2222222222222222,2.3333333333333335,2.4,2.3333333333333335,-0.43333333333333335,-0.2,-0.03333333333333334
00-0022787,M.Schaub,2020_12_LV_ATL,2020,12,ATL,LV,-4.0,0.0,3.0,2020-11-29,-1.3,,,,,,,,,,,,
00-0022824,A.Lee,2021_18_SEA_ARI,2021,18,ARI,SEA,0.0,0.0,1.0,2022-01-09,0.0,,,,,,,,,,,,
00-0022924,B.Roethlisberger,2020_01_PIT_NYG,2020,1,PIT,NYG,9.0,0.0,3.0,2020-09-14,3.0,,,,,,,,,,,,
00-0022924,B.Roethlisberger,2020_02_DEN_PIT,2020,2,PIT,DEN,-2.0,0.0,3.0,2020-09-20,-0.7,9.0,9.0,9.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0
00-0022924,B.Roethlisberger,2020_03_HOU_PIT,2020,3,PIT,HOU,-3.0,0.0,5.0,2020-09-27,-0.6,3.5,3.5,3.5,0.0,0.0,0.0,3.0,3.0,3.0,1.15,1.15,1.15
00-0022924,B.Roethlisberger,2020_05_PHI_PIT,2020,5,PIT,PHI,-2.0,0.0,2.0,2020-10-11,-1.0,1.3333333333333333,1.3333333333333333,1.3333333333333333,0.0,0.0,0.0,3.6666666666666665,3.6666666666666665,3.6666666666666665,0.5666666666666668,0.5666666666666668,0.5666666666666668
00-0022924,B.Roethlisberger,2020_06_CLE_PIT,2020,6,PIT,CLE,5.0,0.0,3.0,2020-10-18,1.7,-2.3333333333333335,0.5,0.5,0.0,0.0,0.0,3.3333333333333335,3.25,3.25,-0.7666666666666666,0.17500000000000004,0.17500000000000004
00-0022924,B.Roethlisberger,2020_07_PIT_TEN,2020,7,PIT,TEN,-1.0,0.0,1.0,2020-10-25,-1.0,0.0,1.4,1.4,0.0,0.0,0.0,3.3333333333333335,3.2,3.2,0.03333333333333336,0.4800000000000001,0.4800000000000001
00-0022924,B.Roethlisberger,2020_09_PIT_DAL,2020,9,PIT,DAL,8.0,0.0,1.0,2020-11-08,8.0,0.6666666666666666,-0.6,1.0,0.0,0.0,0.0,2.0,2.8,2.8333333333333335,-0.09999999999999998,-0.31999999999999995,0.23333333333333336
00-0022924,B.Roethlisberger,2020_10_CIN_PIT,2020,10,PIT,CIN,0.0,0.0,1.0,2020-11-15,0.0,4.0,1.4,2.0,0.0,0.0,0.0,1.6666666666666667,2.4,2.5714285714285716,2.9,1.42,1.342857142857143
00-0022924,B.Roethlisberger,2020_12_BAL_PIT,2020,12,PIT,BAL,-1.0,0.0,1.0,2020-12-02,-1.0,2.3333333333333335,2.0,1.75,0.0,0.0,0.0,1.0,1.6,2.375,2.3333333333333335,1.5399999999999998,1.175
00-0022924,B.Roethlisberger,2020_13_WAS_PIT,2020,13,PIT,WAS,0.0,0.0,1.0,2020-12-07,0.0,2.3333333333333335,2.2,1.4444444444444444,0.0,0.0,0.0,1.0,1.4,2.2222222222222223,2.3333333333333335,1.5399999999999998,0.9333333333333333
00-0022924,B.Roethlisberger,2020_15_PIT_CIN,2020,15,PIT,CIN,-1.0,0.0,2.0,2020-12-21,-0.5,-0.3333333333333333,1.2,1.3,0.0,0.0,0.0,1.0,1.0,2.1,-0.3333333333333333,1.2,0.8400000000000001
00-0022924,B.Roethlisberger,2020_16_IND_PIT,2020,16,PIT,IND,-1.0,0.0,2.0,2020-12-27,-0.5,-0.6666666666666666,1.2,0.3,0.0,0.0,0.0,1.3333333333333333,1.2,2.0,-0.5,1.3,0.49000000000000005
00-0022924,B.Roethlisberger,2020_18_CLE_PIT,2020,18,PIT,CLE,0.0,0.0,1.0,2021-01-10,0.0,-0.6666666666666666,-0.6,0.4,0.0,0.0,0.0,1.6666666666666667,1.4,1.9,-0.3333333333333333,-0.4,0.51
00-0022924,B.Roethlisberger,2021_01_PIT_BUF,2021,1,PIT,BUF,5.0,0.0,4.0,2021-09-12,1.2,-0.6666666666666666,-0.6,0.7,0.0,0.0,0.0,1.6666666666666667,1.4,1.5,-0.3333333333333333,-0.4,0.5700000000000001
00-0022924,B.Roethlisberger,2021_03_CIN_PIT,2021,3,PIT,CIN,5.0,0.0,1.0,2021-09-26,5.0,1.3333333333333333,0.6,1.4,0.0,0.0,0.0,2.3333333333333335,2.0,1.7,0.2333333333333333,0.039999999999999994,0.79
00-0022924,B.Roethlisberger,2021_05_DEN_PIT,2021,5,PIT,DEN,-1.0,0.0,1.0,2021-10-10,-1.0,3.3333333333333335,1.6,1.4,0.0,0.0,0.0,2.0,2.0,1.5,2.066666666666667,1.04,1.1199999999999999
00-0022924,B.Roethlisberger,2021_06_SEA_PIT,2021,6,PIT,SEA,-3.0,0.0,2.0,2021-10-17,-1.5,3.0,1.6,1.4,0.0,0.0,0.0,2.0,1.8,1.5,1.7333333333333334,0.9400000000000001,1.1199999999999999
00-0022924,B.Roethlisberger,2021_08_PIT_CLE,2021,8,PIT,CLE,0.0,0.0,1.0,2021-10-31,0.0,0.3333333333333333,1.2,0.3,0.0,0.0,0.0,1.3333333333333333,1.8,1.6,0.8333333333333334,0.74,0.17
00-0022924,B.Roethlisberger,2021_09_CHI_PIT,2021,9,PIT,CHI,0.0,0.0,2.0,2021-11-08,0.0,-1.3333333333333333,1.2,0.3,0.0,0.0,0.0,1.3333333333333333,1.8,1.6,-0.8333333333333334,0.74,0.17
00-0022924,B.Roethlisberger,2021_13_BAL_PIT,2021,13,PIT,BAL,-1.0,0.0,1.0,2021-12-05,-1.0,-1.0,0.2,0.4,0.0,0.0,0.0,1.6666666666666667,1.4,1.7,-0.5,0.5,0.27
00-0022924,B.Roethlisberger,2021_14_PIT_MIN,2021,14,PIT,MIN,5.0,0.0,1.0,2021-12-09,5.0,-0.3333333333333333,-1.0,0.3,0.0,0.0,0.0,1.3333333333333333,1.4,1.7,-0.3333333333333333,-0.7,0.17
00-0022924,B.Roethlisberger,2021_15_TEN_PIT,2021,15,PIT,TEN,0.0,1.0,3.0,2021-12-19,0.0,1.3333333333333333,0.2,0.9,0.0,0.0,0.0,1.3333333333333333,1.4,1.6,1.3333333333333333,0.5,0.72
00-0022924,B.Roethlisberger,2021_17_CLE_PIT,2021,17,PIT,CLE,-1.0,0.0,1.0,2022-01-03,-1.0,1.3333333333333333,0.8,1.0,0.3333333333333333,0.2,0.1,1.6666666666666667,1.6,1.7,1.3333333333333333,0.8,0.77
00-0022924,B.Roethlisberger,2021_18_PIT_BAL,2021,18,PIT,BAL,-4.0,0.0,3.0,2022-01-09,-1.3,1.3333333333333333,0.6,0.9,0.3333333333333333,0.2,0.1,1.6666666666666667,1.6,1.7,1.3333333333333333,0.6,0.67
00-0022924,B.Roethlisberger,2021_19_PIT_KC,2021,19,PIT,KC,-1.0,0.0,2.0,2022-01-16,-0.5,-1.6666666666666667,-0.2,0.0,0.3333333333333333,0.2,0.1,2.3333333333333335,1.8,1.6,-0.7666666666666666,0.33999999999999997,0.42000000000000004
00-0022942,P.Rivers,2020_01_IND_JAX,2020,1,IND,JAX,3.0,0.0,1.0,2020-09-13,3.0,,,,,,,,,,,,
00-0022942,P.Rivers,2020_02_MIN_IND,2020,2,IND,MIN,3.0,0.0,4.0,2020-09-20,0.8,3.0,3.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,3.0,3.0
00-0022942,P.Rivers,2020_04_IND_CHI,2020,4,IND,CHI,-4.0,0.0,3.0,2020-10-04,-1.3,3.0,3.0,3.0,0.0,0.0,0.0,2.5,2.5,2.5,1.9,1.9,1.9
00-0022942,P.Rivers,2020_05_IND_CLE,2020,5,IND,CLE,-1.0,0.0,1.0,2020-10-11,-1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,2.6666666666666665,2.6666666666666665,2.6666666666666665,0.8333333333333334,0.8333333333333334,0.8333333333333334
00-0022942,P.Rivers,2020_06_CIN_IND,2020,6,IND,CIN,-1.0,0.0,1.0,2020-10-18,-1.0,-0.6666666666666666,0.25,0.25,0.0,0.0,0.0,2.6666666666666665,2.25,2.25,-0.5,0.375,0.375
00-0022942,P.Rivers,2020_08_IND_DET,2020,8,IND,DET,-2.0,0.0,2.0,2020-11-01,-1.0,-2.0,0.0,0.0,0.0,0.0,0.0,1.6666666666666667,2.0,2.0,-1.0999999999999999,0.1,0.1
00-0022942,P.Rivers,2020_11_GB_IND,2020,11,IND,GB,-1.0,0.0,1.0,2020-11-22,-1.0,-1.3333333333333333,-1.0,-0.3333333333333333,0.0,0.0,0.0,1.3333333333333333,2.2,2.0,-1.0,-0.7,-0.08333333333333333
00-0022942,P.Rivers,2020_13_IND_HOU,2020,13,IND,HOU,-2.0,0.0,2.0,2020-12-06,-1.0,-1.3333333333333333,-1.8,-0.42857142857142855,0.0,0.0,0.0,1.3333333333333333,1.6,1.8571428571428572,-1.0,-1.06,-0.21428571428571427
00-0022942,P.Rivers,2020_15_HOU_IND,2020,15,IND,HOU,-1.0,0.0,1.0,2020-12-20,-1.0,-1.6666666666666667,-1.4,-0.625,0.0,0.0,0.0,1.6666666666666667,1.4,1.875,-1.0,-1.0,-0.3125
00-0022942,P.Rivers,2020_17_JAX_IND,2020,17,IND,JAX,-2.0,0.0,2.0,2021-01-03,-1.0,-1.3333333333333333,-1.4,-0.6666666666666666,0.0,0.0,0.0,1.3333333333333333,1.4,1.7777777777777777,-1.0,-1.0,-0.3888888888888889
00-0022942,P.Rivers,2020_18_IND_BUF,2020,18,IND,BUF,-1.0,0.0,1.0,2021-01-09,-1.0,-1.6666666666666667,-1.6,-0.8,0.0,0.0,0.0,1.6666666666666667,1.6,1.8,-1.0,-1.0,-0.45
00-0022942,P.Rivers,2025_15_IND_SEA,2025,15,IND,SEA,0.0,0.0,1.0,2025-12-14,0.0,-1.3333333333333333,-1.4,-1.2,0.0,0.0,0.0,1.3333333333333333,1.4,1.8,-1.0,-1.0,-0.85
00-0022942,P.Rivers,2025_17_JAX_IND,2025,17,IND,JAX,-1.0,0.0,1.0,2025-12-28,-1.0,-1.0,-1.2,-1.5,0.0,0.0,0.0,1.3333333333333333,1.4,1.5,-0.6666666666666666,-0.8,-0.93
00-0023436,A.Smith,2020_05_LA_WAS,2020,5,WAS,LA,1.0,0.0,1.0,2020-10-11,1.0,,,,,,,,,,,,
00-0023436,A.Smith,2020_10_WAS_DET,2020,10,WAS,DET,4.0,0.0,2.0,2020-11-15,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
00-0023436,A.Smith,2020_11_CIN_WAS,2020,11,WAS,CIN,-3.0,0.0,3.0,2020-11-22,-1.0,2.5,2.5,2.5,0.0,0.0,0.0,1.5,1.5,1.5,1.5,1.5,1.5
00-0023436,A.Smith,2020_12_WAS_DAL,2020,12,WAS,DAL,1.0,0.0,3.0,2020-11-26,0.3,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,2.0,2.0,2.0,0.6666666666666666,0.6666666666666666,0.6666666666666666
00-0023436,A.Smith,2020_17_WAS_PHI,2020,17,WAS,PHI,0.0,0.0,1.0,2021-01-03,0.0,0.6666666666666666,0.75,0.75,0.0,0.0,0.0,2.6666666666666665,2.25,2.25,0.43333333333333335,0.575,0.575
00-0023459,A.Rodgers,2020_01_GB_MIN,2020,1,GB,MIN,2.0,0.0,1.0,2020-09-13,2.0,,,,,,,,,,,,
00-0023459,A.Rodgers,2020_02_DET_GB,2020,2,GB,DET,12.0,0.0,2.0,2020-09-20,6.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0
00-0023459,A.Rodgers,2020_03_GB_NO,2020,3,GB,NO,12.0,0.0,2.0,2020-09-27,6.0,7.0,7.0,7.0,0.0,0.0,0.0,1.5,1.5,1.5,4.0,4.0,4.0
00-0023459,A.Rodgers,2020_04_ATL_GB,2020,4,GB,ATL,5.0,0.0,1.0,2020-10-05,5.0,8.666666666666666,8.666666666666666,8.666666666666666,0.0,0.0,0.0,1.6666666666666667,1.6666666666666667,1.6666666666666667,4.666666666666667,4.666666666666667,4.666666666666667
00-0023459,A.Rodgers,2020_06_GB_TB,2020,6,GB,TB,14.0,0.0,2.0,2020-10-18,7.0,9.666666666666666,7.75,7.75,0.0,0.0,0.0,1.6666666666666667,1.5,1.5,5.666666666666667,4.75,4.75
00-0023459,A.Rodgers,2020_08_MIN_GB,2020,8,GB,MIN,9.0,0.0,2.0,2020-11-01,4.5,10.333333333333334,9.0,9.0,0.0,0.0,0.0,1.6666666666666667,1.6,1.6,6.0,5.2,5.2
00-0023459,A.Rodgers,2020_09_GB_SF,2020,9,GB,SF,7.0,0.0,1.0,2020-11-05,7.0,9.333333333333334,10.4,9.0,0.0,0.0,0.0,1.6666666666666667,1.8,1.6666666666666667,5.5,5.7,5.083333333333333
00-0023459,A.Rodgers,2020_10_JAX_GB,2020,10,GB,JAX,4.0,1.0,3.0,2020-11-15,1.3,10.0,9.4,8.714285714285714,0.0,0.0,0.0,1.6666666666666667,1.6,1.5714285714285714,6.166666666666667,5.9,5.357142857142857
00-0023459,A.Rodgers,2020_11_GB_IND,2020,11,GB,IND,13.0,0.0,3.0,2020-11-22,4.3,6.666666666666667,7.8,8.125,0.3333333333333333,0.2,0.125,2.0,1.8,1.75,4.266666666666667,4.96,4.85
00-0023459,A.Rodgers,2020_12_CHI_GB,2020,12,GB,CHI,12.0,0.0,2.0,2020-11-29,6.0,8.0,9.4,8.666666666666666,0.3333333333333333,0.2,0.1111111111111111,2.3333333333333335,2.2,1.8888888888888888,4.2,4.82,4.788888888888889
00-0023459,A.Rodgers,2020_13_PHI_GB,2020,13,GB,PHI,-3.0,0.0,4.0,2020-12-06,-0.8,9.666666666666666,9.0,9.0,0.3333333333333333,0.2,0.1,2.6666666666666665,2.2,1.9,3.8666666666666667,4.62,4.91
00-0023459,A.Rodgers,2020_14_GB_DET,2020,14,GB,DET,13.0,1.0,6.0,2020-12-13,2.2,7.333333333333333,6.6,8.5,0.0,0.2,0.1,3.0,2.6,2.2,3.166666666666666,3.56,4.63
00-0023459,A.Rodgers,2020_15_CAR_GB,2020,15,GB,CAR,26.0,1.0,5.0,2020-12-19,5.2,7.333333333333333,7.8,8.6,0.3333333333333333,0.4,0.2,4.0,3.6,2.6,2.466666666666667,2.6,4.25
